,freight_value,price,payment_value,payment_installments,payment_sequential
6144,16.25,88.34,418.36,5,1
40188,16.11,45.9,62.01,3,1
82874,15.38,89.9,210.56,4,1
79593,11.88,53.99,65.87,3,1
3221,18.74,35.0,214.98,2,1
29441,25.25,58.9,84.15,1,1
9924,32.8,44.9,233.1,10,1
62262,10.96,24.9,127.58,1,1
67686,13.49,119.0,132.49,1,1
58459,14.51,81.99,785.24,10,1
87009,19.37,389.0,408.37,5,1
97857,38.31,199.6,237.91,7,1
8525,9.0,69.9,157.8,1,1
20670,12.19,99.0,222.38,3,1
64158,7.81,78.0,0.42,1,1
23856,14.1,42.9,1.65,1,1
45554,17.6,44.99,119.48,1,2
83971,19.66,49.0,68.66,3,1
89980,7.39,29.99,37.38,1,1
91995,18.96,199.0,217.96,10,1
99357,15.79,21.9,113.07,1,1
84913,13.37,49.9,63.27,2,1
17033,14.1,29.99,44.09,3,1
56787,11.09,69.0,80.09,1,1
74301,14.04,149.65,163.69,7,1
47822,17.75,70.97,177.44,3,1
54071,15.65,128.9,144.55,1,1
37577,20.38,52.64,298.51,10,1
108361,12.89,65.0,77.89,1,1
23994,25.32,109.9,135.22,2,1
9667,15.34,68.0,243.43,2,1
73554,34.98,169.0,203.98,4,1
24393,16.11,48.9,65.01,1,1
70615,9.44,89.99,99.43,2,1
88106,15.24,68.7,83.94,3,1
31420,16.4,169.99,186.39,1,1
13274,16.52,46.9,63.42,1,1
102695,15.11,40.8,55.91,1,1
29037,11.15,47.2,26.43,1,2
112153,55.41,599.0,654.41,1,1
201,9.9,114.6,622.51,10,1
53069,18.64,199.0,217.64,4,1
72068,15.37,70.0,85.37,3,1
466,56.31,146.99,203.3,10,1
92811,37.04,27.99,65.03,1,1
98350,42.38,18.9,61.28,1,1
31908,15.35,35.0,50.35,1,1
4548,16.11,45.9,62.01,1,1
1635,21.15,94.9,232.1,1,1
42630,11.8,85.0,8.09,1,1
50820,18.16,129.99,135.1,1,2
49991,17.74,69.9,15.04,1,5
16440,25.04,119.99,145.03,2,1
85394,22.96,53.9,76.86,1,1
86487,22.06,13.99,108.15,2,1
16203,16.4,110.0,126.4,2,1
23495,13.12,65.0,78.12,1,1
85815,13.44,59.9,146.68,10,1
44880,11.85,22.8,34.65,1,1
90578,19.32,36.23,55.55,1,1
11192,15.76,143.8,159.56,1,1
83266,18.79,129.95,36.07,1,1
64653,7.78,49.0,103.56,4,1
13600,13.63,169.9,183.53,3,1
52699,23.78,129.8,153.58,10,1
79528,22.13,59.9,82.03,7,1
4643,12.69,45.9,58.59,1,1
68443,8.14,107.04,115.18,10,1
107074,8.1,69.9,286.3,12,1
34993,11.24,89.9,202.28,1,1
38566,14.09,72.9,86.99,1,1
101144,29.35,135.9,165.25,8,1
77389,15.37,70.0,85.37,1,1
43460,22.27,205.0,227.27,1,1
89923,15.1,24.9,40.0,4,1
19066,13.92,79.99,93.91,1,1
99855,12.23,105.0,117.23,1,1
41896,18.37,159.69,178.06,10,1
54922,45.2,159.99,410.38,2,1
72998,19.81,119.9,139.71,3,1
11778,14.44,119.9,134.34,6,1
89732,7.56,19.9,27.46,1,1
98659,17.63,38.99,56.62,2,1
112305,11.92,59.9,13.98,1,2
94973,14.1,11.99,52.18,1,1
92925,15.1,24.99,40.09,2,1
65536,14.1,49.0,63.1,1,1
45595,14.49,56.99,71.48,3,1
64045,9.77,108.0,235.54,1,1
20197,23.39,34.9,58.29,5,1
20258,7.48,32.0,78.96,2,1
39590,34.86,99.9,134.76,1,1
1586,45.47,430.0,475.47,4,1
102627,31.99,812.99,844.98,1,1
35439,26.05,109.9,135.95,6,1
35406,25.61,109.9,135.51,1,1
60989,21.31,396.0,417.31,2,1
55976,15.81,152.0,167.81,1,1
15242,21.56,37.49,91.08,1,1
11145,18.87,140.5,159.37,2,1
84104,48.29,49.9,435.93,10,1
92141,7.39,24.99,32.38,3,1
44091,27.38,129.9,157.28,1,1
17001,21.15,44.99,66.14,1,1
47029,15.91,99.99,115.9,4,1
64628,7.78,29.0,36.78,1,1
69168,11.85,49.99,61.84,1,1
84069,17.6,49.9,135.0,2,1
77472,8.72,21.99,122.84,1,1
73589,12.55,152.0,164.55,1,1
48317,25.75,129.9,155.65,3,1
71995,30.09,119.99,150.08,1,1
10512,30.33,74.99,105.32,1,1
51452,34.85,149.9,184.75,1,1
12269,13.37,49.99,63.36,2,1
36506,15.88,119.9,360.99,6,1
107108,14.52,24.9,39.42,1,1
19304,18.23,22.33,40.56,2,1
103132,8.15,58.0,66.15,1,1
86571,27.46,99.99,127.45,4,1
33595,7.78,59.99,67.77,4,1
74825,15.07,54.9,387.99,8,1
52554,16.11,45.9,62.01,2,1
35947,13.56,159.9,173.46,8,1
53669,50.19,259.99,310.18,8,1
62200,17.99,59.9,77.89,4,1
16207,28.75,40.0,68.75,3,1
34109,15.38,89.9,105.28,10,1
17317,15.52,59.9,75.42,1,1
14872,21.28,89.97,111.25,3,1
8563,34.18,54.9,89.08,1,1
85764,35.93,59.9,95.83,1,1
2588,14.56,119.0,133.56,10,1
57185,22.85,19.9,256.5,1,1
12789,13.49,165.0,178.49,5,1
49905,21.75,179.9,201.65,1,1
95023,18.23,13.77,32.0,3,1
48683,13.0,79.9,81.03,1,2
33060,17.6,34.9,52.5,1,1
109681,13.61,84.9,3.47,1,1
50760,18.09,119.99,138.08,4,1
65442,10.96,45.0,55.96,1,1
59394,10.96,20.0,30.96,3,1
5428,16.39,90.0,319.17,1,1
103631,7.94,27.9,35.84,1,1
96880,15.1,29.9,90.0,1,1
58298,13.11,109.89,1230.0,1,1
50153,9.33,139.0,148.33,1,1
67886,9.23,124.9,134.13,1,1
6443,22.27,80.0,102.27,2,1
102076,29.52,399.0,428.52,8,1
72381,10.07,330.0,340.07,8,1
76802,17.97,458.0,475.97,1,1
111265,28.75,29.9,58.65,3,1
65205,7.78,59.0,14.72,1,2
28052,15.86,59.99,151.7,6,1
72334,18.77,330.0,348.77,4,1
60247,23.11,137.9,161.01,2,1
56948,2.91,19.74,63.42,1,1
19418,19.61,215.0,234.61,3,1
87631,17.96,344.0,361.96,8,1
10654,18.23,24.99,43.22,4,1
112101,42.51,1437.0,1479.51,5,1
65577,7.72,65.0,72.72,2,1
48778,16.11,38.25,54.36,1,1
16624,12.4,99.9,112.3,1,1
84772,17.67,59.9,77.57,7,1
86961,16.35,69.9,86.25,1,1
53766,22.49,235.0,257.49,5,1
105317,15.17,59.9,75.07,2,1
75989,15.79,39.8,111.18,10,1
101262,12.48,24.99,37.47,1,1
71143,19.13,84.99,104.12,1,1
107729,43.0,169.99,50.0,1,2
16957,16.86,96.0,338.58,4,1
278,18.27,79.99,294.78,1,1
47302,13.69,319.99,333.68,2,1
79162,18.23,9.9,56.26,1,1
29864,31.79,105.0,116.47,1,2
54494,14.1,29.99,88.18,1,1
50972,40.11,229.99,270.1,1,1
81828,14.0,356.49,370.49,2,1
80911,9.73,219.9,229.63,3,1
4475,14.52,45.9,120.84,3,1
86556,19.43,170.0,189.43,1,1
25329,8.29,12.9,21.19,1,1
14460,18.89,145.0,63.89,1,1
23895,19.29,149.99,169.28,10,1
59508,14.43,99.99,114.42,1,1
43006,15.46,99.99,115.45,1,1
7968,30.71,45.9,151.94,8,1
106917,19.44,429.0,448.44,7,1
37003,12.19,99.9,336.27,5,1
67010,13.1,229.0,242.1,4,1
111588,17.6,41.65,59.25,1,1
73684,12.79,45.9,58.69,1,1
23152,15.44,49.0,128.88,1,1
18512,13.37,39.0,52.37,1,1
97225,9.66,41.99,51.65,2,1
110182,8.29,15.0,23.29,1,1
73879,15.65,110.32,125.97,1,1
93022,18.28,24.99,43.27,3,1
101346,13.78,59.99,73.77,1,1
37005,12.19,99.9,336.27,5,1
40921,9.34,29.9,39.24,3,1
35,11.48,124.99,136.47,1,1
66274,13.45,145.0,158.45,1,1
68680,34.48,54.99,89.47,8,1
106328,7.6,49.0,50.0,1,2
99117,9.42,15.0,48.84,1,1
20023,9.12,109.9,119.02,2,1
86082,26.88,179.99,206.87,4,1
76845,15.23,13.99,29.22,1,1
52288,20.94,395.0,415.94,2,1
100185,7.61,49.99,57.6,1,1
72344,53.03,330.0,383.03,8,1
105468,16.11,26.0,38.2,1,2
27434,14.38,38.9,152.64,1,1
6245,21.48,15.99,115.3,10,1
52585,21.42,132.9,154.32,3,1
29634,14.26,94.0,108.26,1,1
104857,15.3,79.0,94.3,3,1
97702,11.85,45.49,57.34,1,1
75933,18.23,27.9,230.65,6,1
96571,12.86,799.9,812.76,1,1
93705,24.84,18.99,87.66,1,1
57112,8.29,24.99,33.28,1,1
96429,10.38,399.99,25.0,1,2
27327,9.34,69.9,79.24,1,1
40292,0.47,26.0,137.12,8,1
37413,19.02,169.9,627.24,10,1
88735,12.36,129.9,142.26,1,1
108418,11.85,29.9,41.75,1,1
13396,34.15,28.5,62.65,1,1
37540,18.04,113.57,131.61,1,1
91673,19.56,239.9,259.46,8,1
96404,12.71,299.99,625.4,6,1
7339,11.73,49.99,61.72,1,1
20671,17.78,289.0,306.78,4,1
111396,9.01,37.5,46.51,1,1
27803,21.43,85.0,212.86,1,1
90392,15.1,39.9,55.0,1,1
69591,16.83,198.0,214.83,10,1
13768,14.72,58.9,73.62,1,1
31410,16.95,169.99,186.94,3,1
21350,12.63,54.9,67.53,1,1
69337,52.62,270.9,323.52,3,1
90993,15.52,59.9,75.42,1,1
13152,15.1,45.49,60.59,1,1
57792,16.79,39.9,56.69,4,1
37284,18.05,114.9,132.95,1,1
53518,11.1,279.0,377.5,3,1
97585,129.75,346.0,1427.25,7,1
31622,23.98,118.13,142.11,5,1
82622,18.58,69.0,175.16,1,1
58728,27.23,98.79,126.02,10,1
16054,15.43,97.0,112.43,2,1
80943,45.67,259.9,305.57,1,1
24066,11.73,50.0,61.73,2,1
105478,38.99,120.9,159.89,1,1
31868,15.53,44.99,60.52,1,1
56110,15.28,75.9,91.18,3,1
13821,51.03,75.0,126.03,1,1
54556,27.3,139.9,167.2,3,1
31564,22.01,133.0,155.01,1,1
61819,17.92,44.99,62.91,1,1
84394,28.79,49.0,77.79,1,1
81369,10.32,289.9,300.22,8,1
40938,22.28,49.9,72.18,1,1
11847,14.1,19.55,67.3,1,1
54372,7.78,13.99,21.77,2,1
20933,19.64,252.0,271.64,10,1
12106,23.21,89.9,113.11,1,1
40815,13.08,59.9,72.98,1,1
18498,16.18,59.9,76.08,6,1
93170,15.3,27.99,43.29,1,1
27537,18.23,5.9,144.78,1,1
91156,10.0,79.61,448.05,1,1
24803,11.85,29.9,41.75,1,1
74259,20.65,395.65,416.3,2,1
42227,27.14,119.9,147.04,5,1
57381,18.34,34.9,53.24,1,1
56070,3.76,61.9,236.47,1,1
81657,17.51,249.9,267.41,5,1
94460,8.72,12.97,21.69,1,1
51704,14.22,125.0,139.22,1,1
104689,26.92,410.0,436.92,1,1
26136,19.07,130.0,216.39,15,1
53540,16.11,39.0,330.66,1,1
23111,28.54,599.0,627.54,3,1
30594,7.78,29.9,37.68,1,1
12338,8.29,55.5,63.79,5,1
10299,27.58,179.99,207.57,10,1
104116,42.3,69.0,111.3,2,1
107089,8.28,99.9,8.18,1,1
29276,13.37,116.0,129.37,3,1
101072,15.64,108.9,249.08,2,1
48587,23.24,52.9,76.14,7,1
46194,27.6,149.9,177.5,1,1
19660,21.55,34.99,56.54,1,1
96683,38.21,112.0,150.21,1,1
88781,9.27,73.9,83.17,4,1
19509,14.89,369.9,384.79,5,1
61408,15.18,112.99,128.17,1,1
96246,13.46,279.9,293.36,5,1
62586,24.66,1058.0,1082.66,1,1
39706,21.18,157.0,178.18,2,1
91163,15.11,9.99,25.1,2,1
59741,18.29,59.0,77.29,1,1
27449,1.68,4.4,140.01,10,1
110542,25.63,19.9,45.53,3,1
7633,15.56,29.9,90.92,1,1
65153,7.78,55.0,62.78,3,1
87926,17.66,58.0,75.66,3,1
104391,15.23,45.0,60.23,3,1
81829,17.54,397.9,415.44,7,1
112270,11.92,59.9,71.82,1,1
68212,8.12,179.89,188.01,5,1
16910,15.36,68.9,84.26,1,1
53038,19.63,199.0,218.63,2,1
42617,9.78,138.0,147.78,5,1
1880,17.95,100.0,117.95,5,1
101080,15.86,107.99,247.7,1,1
70850,7.78,23.99,31.77,1,1
47231,22.45,279.99,302.44,6,1
80550,7.95,98.9,106.85,4,1
84776,27.55,53.9,230.57,4,1
11373,14.52,19.0,33.52,1,1
108611,17.84,84.9,102.74,2,1
102087,11.16,19.98,62.28,1,1
112443,9.51,99.0,108.51,10,1
83342,9.69,134.5,144.19,2,1
26050,20.1,174.9,195.0,3,1
17037,15.1,19.99,35.09,1,1
71959,19.37,64.99,84.36,1,1
77832,18.61,104.0,122.61,1,1
51402,18.65,199.99,218.64,2,1
101777,16.21,64.9,81.11,7,1
95035,13.71,13.77,27.48,1,1
65261,7.39,49.0,56.39,1,1
31360,17.13,59.9,77.03,3,1
36793,8.85,39.9,153.39,3,1
17249,14.1,39.9,108.0,1,1
57640,16.79,27.9,89.38,1,1
91635,11.09,68.0,79.09,1,1
38040,18.45,49.95,68.4,6,1
22309,14.87,99.7,229.14,3,1
13779,19.42,64.8,84.22,1,1
89345,13.06,69.0,82.06,1,1
10618,17.6,39.91,57.51,1,1
45315,2.69,52.82,187.97,4,1
39411,7.02,26.0,201.16,2,1
90658,69.7,475.9,545.6,1,1
87045,21.15,14.46,35.61,1,1
57568,17.63,31.9,49.53,1,1
102645,24.06,249.0,273.06,1,1
109159,22.78,69.9,92.68,1,1
108702,35.67,48.9,115.14,6,1
89166,13.89,125.0,138.89,2,1
40790,16.67,39.0,167.01,5,1
66571,22.08,600.0,300.0,1,6
102933,16.15,55.49,71.64,1,1
90962,16.99,59.99,76.98,1,1
78622,15.23,32.9,48.13,1,1
17382,15.1,25.9,82.0,1,1
76093,92.67,478.04,570.71,4,1
29646,26.13,120.0,146.13,7,1
47469,19.24,210.0,229.24,1,1
32571,58.3,1395.0,1453.3,6,1
30423,16.79,16.99,33.78,3,1
79238,25.38,48.0,73.38,6,1
84119,17.67,59.9,155.14,4,1
92024,44.05,190.0,1638.35,1,1
79551,11.3,29.0,80.82,1,1
20061,8.52,107.7,232.44,1,1
86558,8.29,45.0,53.29,5,1
6396,14.52,29.9,44.42,1,1
25434,26.83,1049.0,1075.83,10,1
33736,42.39,233.5,275.89,8,1
57673,14.52,26.9,41.42,1,1
28585,17.68,61.9,79.58,3,1
31672,26.27,129.0,155.27,7,1
40340,8.72,49.0,57.72,1,1
27316,15.1,21.8,73.8,1,1
9543,24.87,95.92,120.79,10,1
3915,15.69,115.0,80.91,1,2
78074,25.49,184.9,20.45,1,2
28272,15.1,42.0,57.1,1,1
56674,7.78,34.99,42.77,1,1
65132,15.14,55.0,70.14,7,1
76196,9.72,128.9,138.62,6,1
883,28.27,129.94,158.21,1,1
30430,6.04,16.99,64.99,1,1
82218,33.18,104.9,138.08,3,1
102829,19.75,215.56,235.31,4,1
82609,22.56,89.5,224.12,1,1
30409,20.8,16.99,37.79,3,1
98528,12.48,18.9,31.38,1,1
89879,15.1,49.9,65.0,2,1
54713,17.63,19.9,75.06,1,1
91854,14.42,99.0,113.42,3,1
38571,18.23,19.9,7.24,1,2
87760,8.42,26.9,315.54,1,1
24545,9.09,48.9,57.99,3,1
48771,10.96,45.0,55.96,1,1
87941,13.46,159.9,173.36,3,1
98454,13.47,18.9,32.37,1,1
92232,7.78,44.99,52.77,5,1
32032,15.43,174.97,190.4,1,1
64869,7.53,95.0,102.53,2,1
42899,14.62,76.0,181.24,1,1
68563,16.5,579.9,596.4,1,1
80322,27.38,129.9,157.28,3,1
54246,8.69,74.99,83.68,1,1
19767,18.0,249.99,267.99,5,1
80552,7.95,98.9,106.85,6,1
27963,43.75,229.9,273.65,1,1
8242,12.25,149.9,162.15,1,1
44704,23.92,149.9,173.82,3,1
65666,7.95,99.0,106.95,1,1
98593,14.52,29.9,44.42,1,1
15182,7.88,19.49,54.74,2,1
34113,23.35,77.9,101.25,10,1
4143,41.7,250.0,4.59,1,2
7395,15.1,17.9,13.55,1,1
101538,16.42,94.9,111.32,1,1
96255,11.02,59.0,70.02,1,1
105661,9.44,50.0,59.44,1,1
28819,18.3,59.9,78.2,1,1
47537,16.57,259.9,276.47,5,1
86945,16.64,251.51,268.15,1,1
79753,24.89,56.99,81.88,1,1
80544,7.95,99.9,2.87,1,3
8588,16.79,49.9,133.38,10,1
66702,13.95,350.0,363.95,5,1
42497,34.8,149.0,183.8,6,1
89368,32.22,169.9,202.12,1,1
107771,15.1,29.99,45.09,1,1
97870,20.4,204.9,225.3,8,1
27769,27.68,130.0,788.4,1,1
68131,15.14,198.9,214.04,9,1
4250,19.32,39.0,9.96,1,1
76049,22.78,153.4,176.18,2,1
86880,11.02,58.75,69.77,1,1
39213,9.1,53.0,124.21,8,1
75363,20.9,64.0,84.9,4,1
67611,14.18,249.0,263.18,1,1
7794,9.74,59.9,208.92,10,1
83746,37.99,99.0,136.99,9,1
103520,18.67,82.0,100.67,1,1
48628,13.48,129.0,142.48,1,1
72515,10.47,330.0,340.47,5,1
9801,20.44,135.0,155.44,6,1
87944,16.6,119.9,136.5,10,1
32764,23.19,86.5,109.69,6,1
61996,18.32,199.0,217.32,3,1
82588,11.87,52.5,64.37,2,1
69194,18.29,59.0,77.29,3,1
69372,11.86,584.9,596.76,4,1
90249,16.29,75.0,91.29,1,1
46528,21.18,54.99,76.17,1,1
111402,14.32,201.99,216.31,4,1
21612,24.84,29.5,54.34,3,1
77636,29.37,129.9,159.27,10,1
56514,15.28,75.0,90.28,3,1
71270,28.81,58.99,87.8,1,1
4313,12.69,45.9,58.59,5,1
30485,7.44,25.99,33.43,1,1
38330,13.71,25.9,29.66,2,1
65084,7.78,49.0,56.78,2,1
26243,7.39,5.9,53.16,5,1
90060,8.56,186.0,194.56,10,1
27801,20.08,85.0,105.08,1,1
75823,11.85,18.17,30.02,3,1
26830,18.7,89.0,107.7,8,1
10010,27.27,105.0,132.27,5,1
20364,15.11,39.9,55.01,5,1
57076,8.72,22.99,31.71,3,1
22566,20.03,119.9,71.95,1,1
71422,13.15,84.99,98.14,1,1
65986,16.66,173.99,190.65,3,1
99766,19.04,24.89,43.93,1,1
78115,18.07,69.99,88.06,3,1
51551,7.94,42.9,50.84,1,1
53470,34.17,53.0,174.34,1,1
93866,6.22,15.99,72.83,7,1
87271,18.61,138.9,157.51,3,1
52352,17.06,48.9,263.84,1,1
10238,42.21,179.99,222.2,1,1
106615,14.1,12.99,27.09,1,1
49728,18.0,106.9,124.9,5,1
11096,27.5,169.0,196.5,8,1
9925,12.51,54.9,207.24,3,1
68236,10.78,369.9,380.68,1,1
93233,7.78,20.99,28.77,1,1
43139,15.98,41.99,57.97,1,1
111278,29.8,199.9,229.7,4,1
3633,16.11,38.4,109.02,1,1
81353,17.85,59.9,89.56,5,1
16229,16.11,36.9,53.01,1,1
34205,3.09,89.9,163.88,1,1
62786,13.89,79.0,92.89,1,1
50869,17.65,129.99,147.64,1,1
23661,34.36,79.9,114.26,1,1
32855,25.15,120.0,290.3,1,1
65028,25.63,29.0,86.19,4,1
68328,14.93,168.8,183.73,1,1
79005,17.97,459.0,476.97,3,1
23188,6.25,21.0,218.0,4,1
27469,5.54,21.15,302.52,7,1
93950,16.79,19.99,36.78,1,1
32564,18.18,209.9,456.16,12,1
5616,20.98,69.9,181.76,3,1
90952,23.28,49.99,73.27,3,1
65845,12.79,29.9,42.69,2,1
101336,16.53,109.99,126.52,1,1
18928,13.83,115.0,128.83,2,1
53599,31.94,209.99,241.93,4,1
109506,84.68,129.9,55.47,1,2
32927,12.48,49.9,62.38,2,1
14524,27.77,159.0,186.77,1,1
39106,10.55,39.99,108.12,7,1
35499,15.71,220.0,235.71,8,1
22728,26.23,479.9,506.13,5,1
93854,25.63,29.99,55.62,1,1
6760,12.19,140.9,1.98,1,1
58782,15.22,66.9,82.12,1,1
28664,18.05,265.0,283.05,1,1
62602,39.47,397.79,437.26,8,2
42449,18.78,129.0,147.78,6,1
87306,9.65,184.99,194.64,1,1
72738,34.85,150.0,184.85,2,1
35129,16.26,89.9,106.16,2,1
30631,22.66,169.9,770.24,8,1
70048,7.47,29.9,37.37,1,1
58380,9.65,184.79,388.88,1,1
39976,19.32,42.0,61.32,1,1
39698,5.73,26.0,277.64,8,1
102041,19.0,128.0,147.0,1,1
41386,11.85,29.99,167.36,2,1
86229,38.36,120.0,158.36,2,1
2339,27.37,184.9,212.27,4,1
45398,23.08,39.9,62.98,6,1
109412,16.21,109.9,126.11,2,1
97997,15.81,150.0,165.81,3,1
33730,15.1,47.77,125.74,1,1
87165,10.02,127.27,137.29,1,1
19845,33.67,105.9,20.73,1,1
30818,8.47,44.5,52.97,5,1
12325,16.79,15.9,32.69,3,1
68108,10.22,289.9,300.12,10,1
51400,15.29,219.99,235.28,10,1
86823,11.85,28.0,239.1,1,1
5884,12.43,69.9,164.66,3,1
48823,12.79,13.9,53.38,5,1
9562,16.22,65.49,1225.65,10,1
25647,10.96,13.8,49.52,1,1
70633,8.32,79.99,88.31,2,1
1763,49.89,176.99,226.88,10,1
31689,29.21,129.0,158.21,1,1
3804,38.38,254.4,432.1,10,1
55978,13.46,190.32,203.78,4,1
76212,23.34,420.0,443.34,3,1
78274,12.14,149.9,162.04,3,1
10548,60.18,135.0,195.18,1,1
85115,8.11,53.9,124.02,2,1
75091,17.76,131.0,148.76,1,1
17663,19.32,45.0,64.32,3,1
2741,18.15,129.0,147.15,1,1
75872,17.55,160.0,396.06,6,1
8852,15.45,49.9,326.75,5,1
96013,16.21,130.0,146.21,1,1
68942,14.52,30.9,272.52,1,1
63441,12.48,9.0,42.96,3,1
36546,13.65,89.9,103.55,1,1
30506,16.79,49.99,66.78,1,1
25396,22.15,379.9,300.0,10,1
106803,7.71,55.3,63.01,2,1
98684,18.82,179.0,197.82,1,1
110788,15.74,142.9,158.64,1,1
80486,15.23,13.99,29.22,1,1
72491,16.02,325.0,341.02,2,1
16512,15.1,37.49,52.59,2,1
95248,9.27,49.0,58.27,5,1
97695,17.1,269.9,574.0,6,1
76927,14.52,18.99,33.51,1,1
15311,8.65,130.0,96.61,5,1
14882,49.12,179.9,229.02,1,1
74821,16.18,59.9,76.08,1,1
97941,15.1,49.0,64.1,3,1
95514,18.15,9.99,58.02,5,1
51355,17.6,43.99,3.36,1,5
105756,7.87,15.19,23.06,1,1
105242,15.1,19.9,35.0,3,1
19211,16.61,59.99,76.6,1,1
11010,18.42,229.04,247.46,2,1
56139,13.8,65.0,472.8,1,1
90539,16.94,97.9,114.84,1,1
87665,13.77,158.0,515.31,10,1
80655,17.12,339.0,356.12,6,1
78977,18.23,21.9,40.13,1,1
79416,12.21,130.0,362.39,10,1
25788,13.49,134.17,147.66,1,1
14338,19.8,699.99,719.79,10,1
88643,49.45,712.5,761.95,1,1
20492,15.2,65.0,80.2,1,1
17775,22.06,41.99,64.05,2,1
45085,18.31,29.99,48.3,4,1
99417,14.1,13.65,109.5,1,1
106004,16.2,63.14,79.34,2,1
90149,9.66,120.0,129.66,3,1
103607,7.87,27.9,35.77,1,1
43476,15.04,205.0,220.04,10,1
47235,16.15,199.99,216.14,3,1
98260,15.1,12.9,28.0,1,1
112268,25.7,59.9,85.6,4,1
40046,34.58,149.0,183.58,6,1
67074,13.36,99.9,113.26,1,1
57197,16.79,46.89,35.25,1,2
103407,16.16,56.97,73.13,1,1
100322,14.28,76.0,90.28,1,1
56237,18.25,20.9,39.15,1,1
14019,148.24,329.9,478.14,7,1
91187,33.14,299.0,332.14,2,1
45247,19.88,129.89,149.77,2,1
22189,18.59,19.99,30.0,1,2
25716,14.1,39.99,54.09,1,1
16638,15.39,40.9,56.29,2,1
108155,7.78,35.0,42.78,3,1
69065,24.56,375.0,399.56,8,1
24627,16.93,69.9,86.83,1,1
56773,14.24,69.0,83.24,1,1
53576,11.85,44.49,56.34,1,1
54768,16.94,99.0,115.94,1,1
45407,12.76,59.9,72.66,3,1
6519,13.37,39.9,106.54,2,1
54618,22.6,105.0,127.6,5,1
62102,14.52,17.99,32.51,1,1
13579,6.06,89.9,191.93,3,1
72890,321.88,1050.0,1371.88,10,1
89651,16.13,52.9,69.03,3,1
109267,18.23,48.0,66.23,1,1
15315,8.25,130.0,276.5,8,1
52655,22.85,139.9,162.75,3,1
112217,17.7,59.8,77.5,2,1
24023,18.77,429.9,448.67,5,1
53715,25.82,209.99,235.81,2,1
12256,17.2,69.9,87.1,1,1
2338,43.71,129.9,173.61,2,1
45688,19.87,89.9,109.77,4,1
69264,18.23,49.0,134.46,1,1
10021,19.35,171.39,381.48,1,1
63792,9.24,69.9,79.14,1,1
42338,20.26,109.9,130.16,10,1
6075,26.93,89.9,116.83,2,1
97865,19.5,199.6,219.1,8,1
505,44.48,69.99,228.94,1,1
10765,28.33,199.9,228.23,4,1
91909,7.78,24.99,32.77,1,1
7108,11.73,12.99,98.88,3,1
39108,13.37,39.99,53.36,5,1
68438,13.21,109.9,123.11,1,1
98159,18.23,29.9,48.13,1,1
63809,66.44,599.0,665.44,4,1
81674,15.93,167.92,183.85,1,1
85784,17.67,59.9,77.57,7,1
13741,35.69,48.9,84.59,1,1
78310,13.37,34.99,48.36,2,1
21355,16.46,99.9,116.36,1,1
34835,57.33,79.9,137.23,1,1
59533,13.32,169.99,183.31,1,1
31505,69.6,389.9,459.5,6,1
10243,30.98,349.99,380.97,6,1
78984,14.52,38.99,53.51,1,1
111389,11.68,93.99,105.67,5,1
62998,16.84,154.08,170.92,2,1
56981,15.1,19.99,35.09,3,1
26091,22.39,65.0,87.39,1,1
102744,34.29,69.99,104.28,2,1
22082,2.53,23.9,204.72,1,1
9274,15.1,16.9,128.0,10,1
2975,19.44,35.0,217.76,10,1
78133,16.97,267.0,283.97,8,1
22638,7.98,33.9,41.88,1,1
30669,46.18,169.99,425.66,2,1
17890,244.34,189.9,434.24,1,1
26157,18.16,130.0,148.16,1,1
74508,16.11,36.9,53.01,1,1
49599,15.46,99.9,130.72,6,1
12786,9.79,139.0,148.79,3,1
94187,15.23,28.99,44.22,1,1
37037,23.63,149.9,347.06,1,1
71012,11.44,59.99,71.43,2,1
41356,15.1,29.99,90.18,3,1
49657,27.52,139.99,50.0,1,2
69313,18.93,119.0,137.93,1,1
6695,12.7,51.9,64.6,2,1
48835,15.23,29.9,45.13,1,1
44466,23.57,59.9,83.47,3,1
111833,48.04,169.0,217.04,1,1
71476,12.19,98.9,111.09,1,1
6048,13.08,69.9,165.96,3,1
104897,21.38,499.99,521.37,7,1
6491,26.56,69.0,95.56,7,1
103396,12.74,56.97,69.71,1,1
62042,19.32,59.0,78.32,1,1
79263,9.72,130.0,139.72,3,1
65157,34.91,159.0,193.91,1,1
77201,18.88,90.0,108.88,7,1
378,59.91,194.99,2039.2,1,1
20858,15.11,21.9,37.01,1,1
63362,15.1,24.5,39.6,2,1
12071,17.67,59.9,77.57,1,1
97347,7.39,22.89,121.12,2,1
10064,26.89,29.6,282.45,10,1
13637,15.48,54.9,5.03,1,1
32040,9.5,239.9,498.79,1,1
90372,42.34,149.0,191.34,3,1
37899,15.1,39.99,110.18,1,1
14438,10.96,14.99,103.8,1,1
62384,18.84,99.0,117.84,1,1
35290,16.24,88.0,208.48,1,1
85885,18.0,39.9,57.9,1,1
27942,23.31,54.9,312.84,1,1
44849,12.79,39.0,51.79,1,1
25855,40.68,90.9,413.12,3,1
41871,23.7,117.99,141.69,5,1
108107,19.21,189.9,132.81,3,1
63514,15.31,79.99,95.3,3,1
2542,24.55,59.9,84.45,1,1
8684,15.63,59.99,45.0,2,1
48366,14.64,129.9,144.54,1,1
18442,17.99,59.9,77.89,1,1
77011,16.01,130.0,146.01,1,1
49026,13.99,124.9,138.89,2,1
